client,order_date,orders_count,rolling_90d_avg,spike_flag
Kroger,2024-12-09,1,,False
Kroger,2024-12-10,2,,False
Kroger,2024-12-12,1,,False
Kroger,2024-12-13,3,,False
Kroger,2024-12-14,1,,False
Kroger,2024-12-15,1,,False
Kroger,2024-12-20,2,1.5714285714285714,False
Kroger,2024-12-21,3,1.75,False
Kroger,2024-12-22,1,1.6666666666666667,False
Kroger,2024-12-25,2,1.7,False
Kroger,2024-12-26,1,1.6363636363636365,False
Kroger,2024-12-27,1,1.5833333333333333,False
Kroger,2024-12-28,1,1.5384615384615385,False
Kroger,2024-12-29,2,1.5714285714285714,False
Kroger,2024-12-30,1,1.5333333333333334,False
Kroger,2025-01-02,1,1.5,False
Kroger,2025-01-04,1,1.4705882352941178,False
Kroger,2025-01-06,1,1.4444444444444444,False
Kroger,2025-01-07,1,1.4210526315789473,False
Kroger,2025-01-08,1,1.4,False
Kroger,2025-01-09,1,1.380952380952381,False
Kroger,2025-01-11,3,1.4545454545454546,True
Kroger,2025-01-14,1,1.434782608695652,False
Kroger,2025-01-16,1,1.4166666666666667,False
Kroger,2025-01-17,1,1.4,False
Kroger,2025-01-18,1,1.3846153846153846,False
Kroger,2025-01-19,1,1.3703703703703705,False
Kroger,2025-01-20,1,1.3571428571428572,False
Kroger,2025-01-21,2,1.3793103448275863,False
Kroger,2025-01-22,1,1.3666666666666667,False
Kroger,2025-01-23,2,1.3870967741935485,False
Kroger,2025-01-24,3,1.4375,True
Kroger,2025-01-25,1,1.4242424242424243,False
Kroger,2025-01-28,1,1.411764705882353,False
Kroger,2025-01-30,1,1.4,False
Kroger,2025-02-02,2,1.4166666666666667,False
Kroger,2025-02-03,2,1.4324324324324325,False
Kroger,2025-02-06,3,1.4736842105263157,True
Kroger,2025-02-10,1,1.4615384615384615,False
Kroger,2025-02-11,2,1.475,False
Kroger,2025-02-12,2,1.4878048780487805,False
Kroger,2025-02-13,2,1.5,False
Kroger,2025-02-15,3,1.5348837209302326,False
Kroger,2025-02-16,1,1.5227272727272727,False
Kroger,2025-02-17,3,1.5555555555555556,False
Kroger,2025-02-20,3,1.5869565217391304,False
Kroger,2025-02-21,2,1.5957446808510638,False
Kroger,2025-02-22,1,1.5833333333333333,False
Kroger,2025-02-23,1,1.5714285714285714,False
Kroger,2025-02-24,2,1.58,False
Kroger,2025-02-25,1,1.5686274509803921,False
Kroger,2025-02-26,2,1.5769230769230769,False
Kroger,2025-02-28,1,1.5660377358490567,False
Kroger,2025-03-01,1,1.5555555555555556,False
Kroger,2025-03-02,1,1.5454545454545454,False
Kroger,2025-03-03,4,1.5892857142857142,True
Kroger,2025-03-07,2,1.5964912280701755,False
Kroger,2025-03-09,1,1.5862068965517242,False
Kroger,2025-03-10,1,1.576271186440678,False
Kroger,2025-03-13,1,1.5666666666666667,False
Kroger,2025-03-15,2,1.5737704918032787,False
Kroger,2025-03-16,1,1.564516129032258,False
Kroger,2025-03-17,1,1.5555555555555556,False
Kroger,2025-03-18,1601,26.546875,True
Kroger,2025-03-19,2,26.16923076923077,False
Kroger,2025-03-21,1,25.78787878787879,False
Kroger,2025-03-22,3,25.44776119402985,False
Kroger,2025-03-23,2,25.102941176470587,False
Kroger,2025-03-24,1,24.753623188405797,False
Kroger,2025-03-26,1,24.414285714285715,False
Kroger,2025-03-27,1,24.08450704225352,False
Kroger,2025-03-28,2,23.77777777777778,False
Kroger,2025-03-29,3,23.493150684931507,False
Kroger,2025-03-30,3,23.216216216216218,False
Kroger,2025-03-31,4,22.96,False
Kroger,2025-04-01,1,22.67105263157895,False
Kroger,2025-04-02,2,22.4025974025974,False
Kroger,2025-04-03,1,22.128205128205128,False
Kroger,2025-04-04,1,21.860759493670887,False
Kroger,2025-04-05,1,21.6,False
Kroger,2025-04-06,1,21.34567901234568,False
Kroger,2025-04-07,1,21.097560975609756,False
Kroger,2025-04-08,1,20.85542168674699,False
Kroger,2025-04-09,1,20.61904761904762,False
Kroger,2025-04-11,1,20.388235294117646,False
Kroger,2025-04-12,2,20.174418604651162,False
Kroger,2025-04-13,4,19.988505747126435,False
Kroger,2025-04-14,4,19.806818181818183,False
Kroger,2025-04-15,2,19.60674157303371,False
Kroger,2025-04-16,3,19.42222222222222,False
Kroger,2025-04-17,1,19.42222222222222,False
Kroger,2025-04-19,4,19.444444444444443,False
Kroger,2025-04-20,3,19.466666666666665,False
Kroger,2025-04-21,1,19.444444444444443,False
Kroger,2025-04-22,2,19.455555555555556,False
Kroger,2025-04-23,2,19.466666666666665,False
Kroger,2025-04-24,3,19.477777777777778,False
Kroger,2025-04-25,2,19.466666666666665,False
Kroger,2025-04-26,2,19.477777777777778,False
Kroger,2025-04-27,3,19.488888888888887,False
Kroger,2025-04-28,1,19.488888888888887,False
Kroger,2025-04-29,1,19.488888888888887,False
Kroger,2025-05-03,1,19.488888888888887,False
Kroger,2025-05-04,1,19.477777777777778,False
Kroger,2025-05-05,1,19.477777777777778,False
Kroger,2025-05-06,1,19.477777777777778,False
Kroger,2025-05-07,2,19.488888888888887,False
Kroger,2025-05-09,2,19.5,False
Kroger,2025-05-10,2,19.511111111111113,False
Kroger,2025-05-11,1,19.511111111111113,False
Kroger,2025-05-12,1,19.511111111111113,False
Kroger,2025-05-15,3,19.511111111111113,False
Kroger,2025-05-16,2,19.522222222222222,False
Kroger,2025-05-17,2,19.533333333333335,False
Kroger,2025-05-18,6,19.58888888888889,False
Kroger,2025-05-19,3,19.61111111111111,False
Kroger,2025-05-20,1,19.61111111111111,False
Kroger,2025-05-21,2,19.622222222222224,False
Kroger,2025-05-22,2,19.622222222222224,False
Kroger,2025-05-24,1,19.622222222222224,False
Kroger,2025-05-25,4,19.644444444444446,False
Kroger,2025-05-26,3,19.644444444444446,False
Kroger,2025-05-28,1,19.644444444444446,False
Kroger,2025-05-29,1,19.644444444444446,False
Kroger,2025-05-30,1,19.644444444444446,False
Kroger,2025-05-31,2,19.644444444444446,False
Kroger,2025-06-01,3,19.655555555555555,False
Kroger,2025-06-02,2,19.644444444444446,False
Kroger,2025-06-03,1,19.644444444444446,False
Kroger,2025-06-04,2,19.644444444444446,False
Kroger,2025-06-05,2,19.644444444444446,False
Kroger,2025-06-06,7,19.7,False
Kroger,2025-06-07,2,19.68888888888889,False
Kroger,2025-06-08,1,19.68888888888889,False
Kroger,2025-06-09,3,19.68888888888889,False
Kroger,2025-06-10,1,19.666666666666668,False
Kroger,2025-06-11,1,19.655555555555555,False
Kroger,2025-06-12,1,19.655555555555555,False
Kroger,2025-06-13,2,19.666666666666668,False
Kroger,2025-06-15,2,19.666666666666668,False
Kroger,2025-06-16,2,19.677777777777777,False
Kroger,2025-06-17,6,19.72222222222222,False
Kroger,2025-06-18,5,19.766666666666666,False
Kroger,2025-06-19,1,19.766666666666666,False
Kroger,2025-06-20,1,19.766666666666666,False
Kroger,2025-06-21,4,19.766666666666666,False
Kroger,2025-06-22,2,19.766666666666666,False
Kroger,2025-06-23,4,19.8,False
Kroger,2025-06-24,4,19.833333333333332,False
Kroger,2025-06-25,2,19.844444444444445,False
Kroger,2025-06-26,1,19.833333333333332,False
Kroger,2025-06-27,1,19.833333333333332,False
Kroger,2025-06-28,3,19.855555555555554,False
Kroger,2025-06-29,4,2.111111111111111,False
Kroger,2025-06-30,1,2.1,False
Kroger,2025-07-01,1,2.1,False
Kroger,2025-07-02,1,2.077777777777778,False
Kroger,2025-07-04,1,2.066666666666667,False
Kroger,2025-07-05,4,2.1,False
Kroger,2025-07-06,1,2.1,False
Kroger,2025-07-07,4,2.1333333333333333,False
Kroger,2025-07-09,1,2.1222222222222222,False
Kroger,2025-07-10,2,2.111111111111111,False
Kroger,2025-07-11,3,2.111111111111111,False
Kroger,2025-07-12,2,2.088888888888889,False
Kroger,2025-07-13,3,2.111111111111111,False
Kroger,2025-07-14,2,2.111111111111111,False
Kroger,2025-07-15,1,2.111111111111111,False
Kroger,2025-07-16,3,2.1333333333333333,False
Kroger,2025-07-17,1,2.1333333333333333,False
Kroger,2025-07-18,4,2.1666666666666665,False
Kroger,2025-07-19,3,2.188888888888889,False
Kroger,2025-07-20,3,2.2111111111111112,False
Kroger,2025-07-21,3,2.2333333333333334,False
Kroger,2025-07-23,2,2.2444444444444445,False
Kroger,2025-07-25,1,2.2333333333333334,False
Kroger,2025-07-26,2,2.2111111111111112,False
Kroger,2025-07-27,1,2.1777777777777776,False
Kroger,2025-07-28,1,2.1666666666666665,False
Kroger,2025-07-29,2,2.1555555555555554,False
Kroger,2025-07-30,3,2.1777777777777776,False
Kroger,2025-07-31,2,2.1555555555555554,False
Kroger,2025-08-01,5,2.1777777777777776,True
Kroger,2025-08-02,1,2.1777777777777776,False
Kroger,2025-08-08,1,2.1666666666666665,False
Kroger,2025-08-09,2,2.1666666666666665,False
Kroger,2025-08-10,4,2.1777777777777776,False
Kroger,2025-08-12,2,2.1777777777777776,False
Kroger,2025-08-14,1,2.1666666666666665,False
Kroger,2025-08-16,2,2.1555555555555554,False
Kroger,2025-08-17,3,2.1777777777777776,False
Kroger,2025-08-18,1,2.1777777777777776,False
Kroger,2025-08-19,2,2.188888888888889,False
Kroger,2025-08-20,1,2.188888888888889,False
Kroger,2025-08-21,2,2.2,False
Kroger,2025-08-22,3,2.2222222222222223,False
Kroger,2025-08-23,1,2.2111111111111112,False
Kroger,2025-08-24,1,2.2,False
Kroger,2025-08-25,2,2.2,False
Kroger,2025-08-26,3,2.2222222222222223,False
Kroger,2025-08-27,6,2.2777777777777777,True
Kroger,2025-08-28,4,2.2888888888888888,False
Kroger,2025-08-29,8,2.3555555555555556,True
Kroger,2025-08-30,7,2.411111111111111,True
Kroger,2025-08-31,8,2.433333333333333,True
Lex & Co,2024-11-07,1,,False
Lex & Co,2024-11-23,1,,False
Lex & Co,2024-11-24,1,,False
Lex & Co,2024-12-13,1,,False
Lex & Co,2024-12-14,1,,False
Lex & Co,2024-12-17,1,,False
Lex & Co,2024-12-18,1,1.0,False
Lex & Co,2024-12-23,2,1.125,False
Lex & Co,2024-12-30,1,1.1111111111111112,False
Lex & Co,2024-12-31,2,1.2,False
Lex & Co,2025-01-01,1,1.1818181818181819,False
Lex & Co,2025-01-09,1,1.1666666666666667,False
Lex & Co,2025-01-15,1,1.1538461538461537,False
Lex & Co,2025-01-25,1,1.1428571428571428,False
Lex & Co,2025-01-26,1,1.1333333333333333,False
Lex & Co,2025-01-27,1,1.125,False
Lex & Co,2025-01-30,1,1.1176470588235294,False
Lex & Co,2025-02-05,1,1.1111111111111112,False
Lex & Co,2025-02-14,2,1.1578947368421053,False
Lex & Co,2025-02-15,3,1.25,True
Lex & Co,2025-02-16,1,1.2380952380952381,False
Lex & Co,2025-02-24,2,1.2727272727272727,False
Lex & Co,2025-02-25,1,1.2608695652173914,False
Lex & Co,2025-02-26,2,1.2916666666666667,False
Lex & Co,2025-02-27,2,1.32,False
Lex & Co,2025-03-02,1,1.3076923076923077,False
Lex & Co,2025-03-03,1,1.2962962962962963,False
Lex & Co,2025-03-09,2,1.3214285714285714,False
Lex & Co,2025-03-11,2,1.3448275862068966,False
Lex & Co,2025-03-18,1,1.3333333333333333,False
Lex & Co,2025-03-19,1,1.3225806451612903,False
Lex & Co,2025-03-20,2,1.34375,False
Lex & Co,2025-03-25,2,1.3636363636363635,False
Lex & Co,2025-03-26,1,1.3529411764705883,False
Lex & Co,2025-03-27,3,1.4,True
Lex & Co,2025-03-29,1,1.3888888888888888,False
Lex & Co,2025-04-02,1,1.3783783783783783,False
Lex & Co,2025-04-04,1,1.368421052631579,False
Lex & Co,2025-04-09,3,1.4102564102564104,True
Lex & Co,2025-04-10,3,1.45,True
Lex & Co,2025-04-11,1,1.4390243902439024,False
Lex & Co,2025-04-14,1,1.4285714285714286,False
Lex & Co,2025-04-19,1,1.4186046511627908,False
Lex & Co,2025-04-20,1,1.4090909090909092,False
Lex & Co,2025-04-22,2,1.4222222222222223,False
Lex & Co,2025-04-24,1,1.4130434782608696,False
Lex & Co,2025-05-04,1,1.4042553191489362,False
Lex & Co,2025-05-09,2,1.4166666666666667,False
Lex & Co,2025-05-12,1,1.4081632653061225,False
Lex & Co,2025-05-15,1,1.4,False
Lex & Co,2025-05-16,1,1.392156862745098,False
Lex & Co,2025-05-19,1,1.3846153846153846,False
Lex & Co,2025-05-21,2,1.3962264150943395,False
Lex & Co,2025-05-22,1,1.3888888888888888,False
Lex & Co,2025-05-29,1,1.3818181818181818,False
Lex & Co,2025-06-06,1,1.375,False
Lex & Co,2025-06-07,1,1.368421052631579,False
Lex & Co,2025-06-09,1,1.3620689655172413,False
Lex & Co,2025-06-10,1,1.3559322033898304,False
Lex & Co,2025-06-13,1,1.35,False
Lex & Co,2025-06-16,2,1.360655737704918,False
Lex & Co,2025-06-25,2,1.3709677419354838,False
Lex & Co,2025-06-26,1,1.3650793650793651,False
Lex & Co,2025-06-27,1,1.359375,False
Lex & Co,2025-06-28,1,1.353846153846154,False
Lex & Co,2025-07-02,1,1.3484848484848484,False
Lex & Co,2025-07-03,1,1.3432835820895523,False
Lex & Co,2025-07-05,1,1.338235294117647,False
Lex & Co,2025-07-07,2,1.3478260869565217,False
Lex & Co,2025-07-08,1,1.3428571428571427,False
Lex & Co,2025-07-11,1,1.3380281690140845,False
Lex & Co,2025-07-12,1,1.3333333333333333,False
Lex & Co,2025-07-14,1,1.3287671232876712,False
Lex & Co,2025-07-15,1,1.3243243243243243,False
Lex & Co,2025-07-20,1,1.32,False
Lex & Co,2025-07-22,1,1.3157894736842106,False
Lex & Co,2025-07-23,1,1.3116883116883118,False
Lex & Co,2025-07-24,1,1.3076923076923077,False
Lex & Co,2025-07-28,1,1.3037974683544304,False
Lex & Co,2025-07-31,1,1.3,False
Lex & Co,2025-08-01,3,1.3209876543209877,True
Lex & Co,2025-08-02,2,1.329268292682927,False
Lex & Co,2025-08-03,1,1.3253012048192772,False
Lex & Co,2025-08-08,1,1.3214285714285714,False
Lex & Co,2025-08-15,1,1.3176470588235294,False
Lex & Co,2025-08-16,2,1.3255813953488371,False
Lex & Co,2025-08-17,1,1.3218390804597702,False
Lex & Co,2025-08-20,1,1.3181818181818181,False
Lex & Co,2025-08-21,1,1.3146067415730338,False
Lex & Co,2025-08-22,1,1.3111111111111111,False
Lex & Co,2025-08-24,1,1.3111111111111111,False
Lex & Co,2025-08-25,2,1.3222222222222222,False
Lex & Co,2025-08-27,1,1.3222222222222222,False
Lex & Co,2025-08-31,1,1.3222222222222222,False
Taxify LLP,2024-12-08,1,,False
Taxify LLP,2025-01-25,1,,False
Taxify LLP,2025-01-26,1,,False
Taxify LLP,2025-01-31,1,,False
Taxify LLP,2025-02-01,1,,False
Taxify LLP,2025-02-07,1,,False
Taxify LLP,2025-02-11,1,1.0,False
Taxify LLP,2025-02-12,1,1.0,False
Taxify LLP,2025-02-18,1,1.0,False
Taxify LLP,2025-02-19,1,1.0,False
Taxify LLP,2025-02-20,1,1.0,False
Taxify LLP,2025-02-21,1,1.0,False
Taxify LLP,2025-02-24,1,1.0,False
Taxify LLP,2025-02-25,1,1.0,False
Taxify LLP,2025-02-26,2,1.0666666666666667,False
Taxify LLP,2025-03-03,4,1.25,True
Taxify LLP,2025-03-04,3,1.3529411764705883,True
Taxify LLP,2025-03-05,1,1.3333333333333333,False
Taxify LLP,2025-03-07,1,1.3157894736842106,False
Taxify LLP,2025-03-08,1,1.3,False
Taxify LLP,2025-03-09,2,1.3333333333333333,False
Taxify LLP,2025-03-10,1,1.3181818181818181,False
Taxify LLP,2025-03-11,1,1.3043478260869565,False
Taxify LLP,2025-03-12,2,1.3333333333333333,False
Taxify LLP,2025-03-13,1,1.32,False
Taxify LLP,2025-03-14,3,1.3846153846153846,True
Taxify LLP,2025-03-17,1,1.3703703703703705,False
Taxify LLP,2025-03-18,1,1.3571428571428572,False
Taxify LLP,2025-03-19,1,1.3448275862068966,False
Taxify LLP,2025-03-20,1,1.3333333333333333,False
Taxify LLP,2025-03-21,1,1.3225806451612903,False
Taxify LLP,2025-03-27,1,1.3125,False
Taxify LLP,2025-03-31,1,1.303030303030303,False
Taxify LLP,2025-04-02,1,1.2941176470588236,False
Taxify LLP,2025-04-05,1,1.2857142857142858,False
Taxify LLP,2025-04-07,1,1.2777777777777777,False
Taxify LLP,2025-04-08,1,1.2702702702702702,False
Taxify LLP,2025-04-09,1,1.263157894736842,False
Taxify LLP,2025-04-10,1,1.2564102564102564,False
Taxify LLP,2025-04-11,2,1.275,False
Taxify LLP,2025-04-12,2,1.2926829268292683,False
Taxify LLP,2025-04-13,3,1.3333333333333333,True
Taxify LLP,2025-04-14,1,1.3255813953488371,False
Taxify LLP,2025-04-15,1,1.3181818181818181,False
Taxify LLP,2025-04-16,1,1.3111111111111111,False
Taxify LLP,2025-04-19,1,1.3043478260869565,False
Taxify LLP,2025-04-21,1,1.297872340425532,False
Taxify LLP,2025-04-22,3,1.3333333333333333,True
Taxify LLP,2025-04-24,3,1.3673469387755102,True
Taxify LLP,2025-04-25,1,1.36,False
Taxify LLP,2025-04-26,1,1.3529411764705883,False
Taxify LLP,2025-04-27,2,1.3653846153846154,False
Taxify LLP,2025-04-28,2,1.3773584905660377,False
Taxify LLP,2025-04-30,1,1.3703703703703705,False
Taxify LLP,2025-05-06,1,1.3636363636363635,False
Taxify LLP,2025-05-15,1,1.3571428571428572,False
Taxify LLP,2025-05-16,1,1.3508771929824561,False
Taxify LLP,2025-05-25,1,1.3448275862068966,False
Taxify LLP,2025-05-30,2,1.3559322033898304,False
Taxify LLP,2025-05-31,2,1.3666666666666667,False
Taxify LLP,2025-06-01,1,1.360655737704918,False
Taxify LLP,2025-06-05,2,1.3709677419354838,False
Taxify LLP,2025-06-06,1,1.3650793650793651,False
Taxify LLP,2025-06-07,1,1.359375,False
Taxify LLP,2025-06-11,1,1.353846153846154,False
Taxify LLP,2025-06-16,1,1.3484848484848484,False
Taxify LLP,2025-06-25,1,1.3432835820895523,False
